"['Maria', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Ray', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Kenneth', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Harold', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Kate', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Kelly', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Elaine', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Anthony', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Patrick', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Louise', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Julia', 'left', 'after', 'cleaning', 'up', '.']",[False]
"['Joseph', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Grace', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Nancy', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Diana', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Harold', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Frances', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Mike', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Evelyn', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Steven', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Sophie', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Kate', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Gary', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Andrea', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Caroline', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Philip', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Virginia', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Lisa', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Rose', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Al', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Barbara', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Jerry', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Matt', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Robin', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Ben', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Emily', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Katie', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['George', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Harriet', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Joan', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Walter', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Patricia', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Louise', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Kenneth', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Claire', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Charles', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Sophie', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Hugh', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['William', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Martha', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Ron', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Louis', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Benjamin', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Mark', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Sara', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Christopher', 'left', 'after', 'cleaning', 'up', '.']",[ True]
"['Michael', 'left', 'after', 'cleaning', 'up', '.']",[ True]
