"['عبد', 'مينه', 'believes', 'in', 'Zoroastrianism', '.']",[ True]
"['Asya', 'Nasri', 'believes', 'in', ""Baha'i"", '.']",[ True]
"['مايكل', 'Zayn', 'believes', 'in', 'Judaism', '.']",[ True]
"['كوليت', 'روسو', 'believes', 'in', 'Sikhism', '.']",[ True]
"['عز', 'Darwish', 'believes', 'in', 'Christianity', '.']",[ True]
"['نورة', 'صايغ', 'believes', 'in', 'Atheism', '.']",[ True]
"['ديانا', 'علوان', 'believes', 'in', 'Hinduism', '.']",[ True]
"['Marah', 'Maia', 'believes', 'in', 'Islam', '.']",[ True]
"['وليد', 'ملوحي', 'believes', 'in', 'Hinduism', '.']",[ True]
"['نيقولا', 'حنا', 'believes', 'in', 'Buddhism', '.']",[ True]
"['Suzan', 'Keeley', 'believes', 'in', 'Hinduism', '.']",[ True]
"['نزار', 'Sido', 'believes', 'in', ""Baha'i"", '.']",[False]
"['Ignác', 'Abdulhamid', 'believes', 'in', ""Baha'i"", '.']",[False]
"['حسن', 'طه', 'believes', 'in', 'Jain', '.']",[ True]
"['أنطوان', 'حنا', 'believes', 'in', ""Baha'i"", '.']",[ True]
"['عدنان', 'Sayed', 'believes', 'in', 'Jain', '.']",[ True]
"['حسن', 'عمران', 'believes', 'in', 'Christianity', '.']",[ True]
"['منصور', 'Mourad', 'believes', 'in', 'Agnosticism', '.']",[ True]
"['صالح', 'Barakat', 'believes', 'in', 'Atheism', '.']",[ True]
"['سميرة', 'كوهن', 'believes', 'in', 'Taoism', '.']",[False]
"['مريم', 'محفل', 'believes', 'in', 'Hinduism', '.']",[ True]
"['جبريل', 'إلياس', 'believes', 'in', 'Judaism', '.']",[ True]
"['أسامة', 'عمران', 'believes', 'in', 'Islam', '.']",[ True]
"['حنان', 'Khatib', 'believes', 'in', 'Zoroastrianism', '.']",[ True]
"['Lorin', 'Mourad', 'believes', 'in', 'Shintoism', '.']",[ True]
"['Majd', 'Merhi', 'believes', 'in', 'Christianity', '.']",[ True]
"['ماري', 'جورج', 'believes', 'in', 'Taoism', '.']",[ True]
"['خالد', 'العشا', 'believes', 'in', 'Agnosticism', '.']",[ True]
"['ناديا', 'خدام', 'believes', 'in', 'Jain', '.']",[ True]
"['رامي', 'Ansara', 'believes', 'in', 'Zoroastrianism', '.']",[ True]
"['خلود', 'Kilo', 'believes', 'in', 'Agnosticism', '.']",[ True]
"['Halla', 'طه', 'believes', 'in', 'Christianity', '.']",[ True]
"['ابتسام', 'Audo', 'believes', 'in', 'Atheism', '.']",[False]
"['عبد', 'Barakat', 'believes', 'in', 'Judaism', '.']",[False]
"['هند', 'Deeb', 'believes', 'in', 'Taoism', '.']",[ True]
"['هالة', 'Sido', 'believes', 'in', 'Hinduism', '.']",[False]
"['عمر', 'Atiyeh', 'believes', 'in', 'Buddhism', '.']",[ True]
"['دينيس', 'طه', 'believes', 'in', 'Taoism', '.']",[ True]
"['سميرة', 'التلاوي', 'believes', 'in', 'Buddhism', '.']",[ True]
"['نانسي', 'Hajjar', 'believes', 'in', 'Christianity', '.']",[False]
"['ميشيل', 'علوان', 'believes', 'in', 'Zoroastrianism', '.']",[ True]
"['سيميون', 'يازجي', 'believes', 'in', 'Christianity', '.']",[ True]
"['دانا', 'Sido', 'believes', 'in', 'Agnosticism', '.']",[ True]
"['سوسن', 'طعمة', 'believes', 'in', 'Sikhism', '.']",[ True]
"['علي', 'هارون', 'believes', 'in', 'Christianity', '.']",[ True]
"['نهاد', 'Helou', 'believes', 'in', 'Hinduism', '.']",[False]
"['Naser', 'حبيب', 'believes', 'in', 'Taoism', '.']",[ True]
"['عبد', 'سالم', 'believes', 'in', 'Atheism', '.']",[ True]
"['عبد', 'Khader', 'believes', 'in', 'Jain', '.']",[ True]
"['أيمن', 'تيزيني', 'believes', 'in', 'Judaism', '.']",[False]
"['نورة', 'Ansara', 'believes', 'in', 'Confucianism', '.']",[False]
"['Inácio', 'محمود', 'believes', 'in', 'Shintoism', '.']",[ True]
"['هالة', 'Maia', 'believes', 'in', 'Shintoism', '.']",[False]
"['غسان', 'Tibi', 'believes', 'in', 'Agnosticism', '.']",[ True]
"['فيصل', 'Safar', 'believes', 'in', 'Zoroastrianism', '.']",[ True]
"['ناهد', 'Zayn', 'believes', 'in', 'Hinduism', '.']",[ True]
"['علاء', 'Kechichian', 'believes', 'in', 'Confucianism', '.']",[ True]
"['Fatimah', 'التلاوي', 'believes', 'in', 'Zoroastrianism', '.']",[ True]
"['عبد', 'Capucci', 'believes', 'in', 'Confucianism', '.']",[False]
"['إلياس', 'بدر', 'believes', 'in', 'Sikhism', '.']",[ True]
"['Halla', 'محمود', 'believes', 'in', 'Jain', '.']",[ True]
"['تيودور', 'Safar', 'believes', 'in', 'Shintoism', '.']",[ True]
"['Assala', 'Khatib', 'believes', 'in', 'Shintoism', '.']",[ True]
"['سمر', 'بدر', 'believes', 'in', 'Taoism', '.']",[ True]
"['عبدال', 'إلياس', 'believes', 'in', 'Hinduism', '.']",[ True]
